Year,Make,Model,Trim,Type,Price,Mileage,Accidents,Owners,Usage,car_url
2021,Mazda,CX-5,Touring,SUV,23495.0,30760.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCMXM0376221/?radius=25
2022,Mazda,CX-5,2.5 S,SUV,23998.0,25479.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBAM3N0539554/?radius=25
2021,Mazda,CX-5,Touring,SUV,21327.0,59149.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M0417065/?radius=25
2022,Mazda,CX-5,2.5 S Preferred,SUV,26998.0,21400.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM2N0635740/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,28998.0,19325.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM2P0142076/?radius=25
2021,Mazda,CX-5,Touring,SUV,24998.0,24269.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM4M0380730/?radius=25
2021,Mazda,CX-5,Carbon Edition Turbo,SUV,29998.0,19265.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCY9M0359266/?radius=25
2021,Mazda,CX-5,Touring,SUV,22759.0,28403.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCMXM0333403/?radius=25
2021,Mazda,CX-5,Sport,SUV,22900.0,28750.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBMXM1332795/?radius=25
2021,Mazda,CX-5,Carbon Edition Turbo,SUV,27998.0,21329.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACY7M0353931/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,27998.0,21362.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM6P0139505/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,27998.0,21142.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM3M0383137/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,27998.0,21590.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM0P0147664/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25998.0,23912.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM3M1306465/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,28998.0,20555.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM5M1424250/?radius=25
2023,Mazda,CX-5,2.5 S Premium,SUV,25990.0,24325.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBDMXP0202328/?radius=25
2023,Mazda,CX-5,2.5 S Premium,SUV,27998.0,21754.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBDM6P0191540/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25998.0,24530.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM8M0350080/?radius=25
2022,Mazda,CX-5,2.5 S Preferred,SUV,26998.0,23343.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM0N0585050/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,23395.0,29270.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBDM2L1771713/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,27998.0,22631.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM0M0440345/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,27998.0,22705.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM5P0149703/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25998.0,24935.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM2M0311081/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25959.0,25414.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM6M1367525/?radius=25
2022,Mazda,CX-5,2.5 S Preferred,SUV,26998.0,24256.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM6N1563449/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,26990.0,24449.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBDM4L0858499/?radius=25
2023,Mazda,CX-5,2.5 Turbo,SUV,30000.0,27349.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBAY3P0128810/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25998.0,28440.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM7M0397861/?radius=25
2021,Mazda,CX-5,Signature,SUV,29998.0,21866.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBEY5M0464187/?radius=25
2021,Mazda,CX-5,Touring,SUV,23000.0,28548.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM0M1309363/?radius=25
2021,Mazda,CX-5,Touring,SUV,25998.0,26504.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM3M1375447/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,24300.0,35873.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBDM5L0869009/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25799.0,10670.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM5M0378151/?radius=25
2023,Mazda,CX-5,2.5 S,SUV,23736.0,46596.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBAM4P0166995/?radius=25
2020,Mazda,CX-5,Touring,SUV,24998.0,28750.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFACM9L0808077/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,27998.0,24889.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM0P0148071/?radius=25
2020,Mazda,CX-5,Touring,SUV,24998.0,29004.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFACM1L0730698/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,24998.0,29160.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM3M1342396/?radius=25
2021,Mazda,CX-5,Touring,SUV,24147.0,31177.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM8M0447156/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,27998.0,25784.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM9P0142026/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,27998.0,25884.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCMXP0196922/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25998.0,28394.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM3M1340671/?radius=25
2021,Mazda,CX-5,Touring,SUV,19546.0,116979.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM4M0337652/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,27998.0,27215.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM2P0144734/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,27998.0,27144.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCMXP0141662/?radius=25
2021,Mazda,CX-5,Touring,SUV,24998.0,32011.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM7M0405779/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,25998.0,30356.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM6P0142601/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25998.0,30313.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM4M0360756/?radius=25
2023,Mazda,CX-5,2.5 S Premium,SUV,25484.0,32007.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBDM0P0201964/?radius=25
2021,Mazda,CX-5,Grand Touring Reserve,SUV,27990.0,31837.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAY4M0442235/?radius=25
2021,Mazda,CX-5,Touring,SUV,23590.0,42459.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M0357325/?radius=25
2023,Mazda,CX-5,2.5 S Premium,SUV,27499.0,24645.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBDM8P0195394/?radius=25
2021,Mazda,CX-5,Touring,SUV,25998.0,32051.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M0435760/?radius=25
2023,Mazda,CX-50,2.5 Turbo Premium,SUV,33998.0,25032.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABDY3PN105093/?radius=25
2021,Mazda,CX-5,Touring,SUV,24998.0,34106.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM2M0408475/?radius=25
2021,Mazda,CX-5,Touring,SUV,24297.0,36677.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM3M0383026/?radius=25
2021,Mazda,CX-5,Touring,SUV,23974.0,23839.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M1386006/?radius=25
2021,Mazda,CX-5,Touring,SUV,23336.0,18863.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M0302433/?radius=25
2020,Mazda,CX-5,Touring,SUV,21998.0,52736.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFACM0L0866109/?radius=25
2022,Mazda,CX-5,2.5 S Carbon Edition,SUV,27000.0,32065.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM4N1525041/?radius=25
2022,Mazda,CX-5,2.5 Turbo,SUV,31998.0,11137.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBAY2N0557417/?radius=25
2021,Mazda,CX-5,Carbon Edition Turbo,SUV,27998.0,30825.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCY9M0440848/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,21990.0,68377.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFADM9L0801502/?radius=25
2022,Mazda,CX-5,2.5 S Preferred,SUV,25590.0,36042.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM9N1562134/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,23998.0,41402.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFADM8L1833884/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,26998.0,33945.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM6P0198876/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,22299.0,62167.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM4M1389940/?radius=25
2021,Mazda,CX-5,Touring,SUV,24736.0,17518.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCMXM0413106/?radius=25
2023,Mazda,CX-50,2.5 Turbo Premium,SUV,33990.0,28593.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABDY6PN108831/?radius=25
2021,Mazda,CX-5,Touring,SUV,24998.0,42908.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M0458344/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,26998.0,36712.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCMXP0150023/?radius=25
2022,Mazda,CX-5,2.5 S Preferred,SUV,24998.0,44250.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM9N1593447/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,23499.0,61774.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM9M1351139/?radius=25
2021,Mazda,CX-5,Carbon Edition Turbo,SUV,25990.0,60389.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCY4M0354749/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,22999.0,56915.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM4M0330933/?radius=25
2023,Mazda,CX-50,2.5 Turbo Premium Plus,SUV,35000.0,33470.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABEY4PN101049/?radius=25
2021,Mazda,CX-5,Grand Touring Reserve,SUV,24975.0,63178.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAYXM0465552/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,22499.0,59287.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM9M1388735/?radius=25
2021,Mazda,CX-5,Grand Touring Reserve,SUV,26998.0,44962.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAY9M0357309/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,22299.0,61276.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM0M1324180/?radius=25
2021,Mazda,CX-5,Signature,SUV,24999.0,60830.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBEY5M0442108/?radius=25
2021,Mazda,CX-5,Touring,SUV,23199.0,30238.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM0M0319753/?radius=25
2021,Mazda,CX-5,Signature,SUV,26178.0,50542.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBEY8M0467312/?radius=25
2022,Mazda,CX-5,2.5 Turbo,SUV,32000.0,17000.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBAY4N0545513/?radius=25
2022,Mazda,CX-5,2.5 Turbo,SUV,29998.0,43273.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBAY4N0535161/?radius=25
2022,Mazda,CX-5,2.5 Turbo Signature,SUV,30998.0,42034.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBXY1N0641350/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,22899.0,69050.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM1M0320909/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,23299.0,58685.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM6M0329542/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,22999.0,63900.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM6M1386463/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,23499.0,50392.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM9M0390300/?radius=25
2021,Mazda,CX-5,Sport,SUV,20880.0,42171.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM0M0350955/?radius=25
2021,Mazda,CX-5,Grand Touring Reserve,SUV,26510.0,31136.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAY9M0320504/?radius=25
2021,Mazda,CX-5,Sport,SUV,24998.0,7799.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFABM0M1379084/?radius=25
2021,Mazda,CX-5,Touring,SUV,25998.0,6584.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM6M0394323/?radius=25
2022,Mazda,CX-5,2.5 S Premium Plus,SUV,26980.0,37351.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBEM1N0609630/?radius=25
2021,Mazda,CX-5,Touring,SUV,26998.0,10839.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM2M1305597/?radius=25
2023,Mazda,CX-5,2.5 Turbo Signature,SUV,34383.0,4645.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBXY8P0236363/?radius=25
2024,Mazda,CX-5,2.5 Turbo Premium,SUV,37998.0,1655.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2024/vin/JM3KFBDY8R0363282/?radius=25
2023,Mazda,CX-50,2.5 S Premium Plus,SUV,33499.0,8152.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABEM3PN108216/?radius=25
2022,Mazda,CX-5,2.5 S,SUV,25998.0,11003.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBAM1N0621802/?radius=25
2023,Mazda,CX-5,2.5 S Preferred,SUV,29590.0,6823.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM7P0137293/?radius=25
2021,Mazda,CX-5,Touring,SUV,26998.0,9411.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM0M0384604/?radius=25
2021,Mazda,CX-5,Touring,SUV,26998.0,9670.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M1382701/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,26998.0,13376.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM8M1357590/?radius=25
2021,Mazda,CX-5,Touring,SUV,25998.0,11785.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM1M0418544/?radius=25
2023,Mazda,CX-5,2.5 S Select,SUV,27998.0,2176.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBM4P0287587/?radius=25
2023,Mazda,CX-5,2.5 S,SUV,27998.0,5897.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBAM0P0161874/?radius=25
2022,Mazda,CX-5,2.5 S Select,SUV,26998.0,9849.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBBM5N1522795/?radius=25
2023,Mazda,CX-5,2.5 S Select,SUV,27998.0,4561.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBM5P0283533/?radius=25
2023,Mazda,CX-5,2.5 S Select,SUV,27998.0,5415.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBM6P0153857/?radius=25
2021,Mazda,CX-5,Touring,SUV,26998.0,10349.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM4M1396968/?radius=25
2021,Mazda,CX-5,Touring,SUV,25998.0,12463.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACMXM1394013/?radius=25
2022,Mazda,CX-5,2.5 S Select,SUV,27998.0,6857.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBBM0N0587012/?radius=25
2020,Mazda,CX-5,Touring,SUV,27998.0,7662.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBCM6L0792782/?radius=25
2021,Mazda,CX-5,Touring,SUV,27590.0,10372.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM3M0390638/?radius=25
2021,Mazda,CX-5,Sport,SUV,24998.0,15256.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM4M0368312/?radius=25
2022,Mazda,CX-5,2.5 S Select,SUV,25998.0,13425.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBBMXN0623143/?radius=25
2021,Mazda,CX-5,Touring,SUV,27950.0,9874.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM2M0326347/?radius=25
2021,Mazda,CX-5,Touring,SUV,28998.0,5005.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M0365113/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,28998.0,6215.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM1M0479133/?radius=25
2020,Mazda,CX-5,Touring,SUV,26998.0,12062.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFACM4L0867103/?radius=25
2021,Mazda,CX-5,Touring,SUV,28998.0,1912.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCMXM1498202/?radius=25
2021,Mazda,CX-5,Touring,SUV,26998.0,12122.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCMXM0495757/?radius=25
2023,Mazda,CX-50,2.5 S Preferred Plus,SUV,30998.0,4207.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABCM8PN144776/?radius=25
2022,Mazda,CX-5,2.5 S Carbon Edition,SUV,29998.0,5668.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM3N0545433/?radius=25
2022,Mazda,CX-5,2.5 S Preferred,SUV,28998.0,8978.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM9N0568411/?radius=25
2022,Mazda,CX-5,2.5 S Premium,SUV,29998.0,5420.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBDM8N1616425/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,28590.0,10620.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM7M0390396/?radius=25
2023,Mazda,CX-5,2.5 S Premium,SUV,29998.0,4043.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBDM9P0168334/?radius=25
2021,Mazda,CX-5,Touring,SUV,27998.0,11468.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM8M0495157/?radius=25
2020,Mazda,CX-5,Sport,SUV,,19634.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBBM0L0820691/?radius=25
2021,Mazda,CX-5,Touring,SUV,26998.0,13497.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM5M1373382/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,28998.0,10029.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM9M0350174/?radius=25
2023,Mazda,CX-5,2.5 S Preferred,SUV,28998.0,10068.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM9P0200927/?radius=25
2021,Mazda,CX-5,Carbon Edition,SUV,29998.0,7791.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM3M0461921/?radius=25
2023,Mazda,CX-5,2.5 S Select,SUV,27998.0,10431.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBM1P0219019/?radius=25
2021,Mazda,CX-5,Carbon Edition,SUV,29998.0,8444.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M0421908/?radius=25
2023,Mazda,CX-50,2.5 S Select,SUV,29998.0,8358.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABAM2PN148664/?radius=25
2023,Mazda,CX-5,2.5 S Preferred,SUV,29998.0,8542.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM6P0166302/?radius=25
2021,Mazda,CX-5,Touring,SUV,26998.0,13875.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM6M0364535/?radius=25
2022,Mazda,CX-5,2.5 S,SUV,25998.0,15394.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBAMXN0609678/?radius=25
2023,Mazda,CX-5,2.5 S Premium,SUV,30998.0,5737.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBDM9P0121840/?radius=25
2023,Mazda,CX-5,2.5 S Preferred,SUV,29990.0,8858.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM5P0232743/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,30998.0,6370.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM8P0159111/?radius=25
2023,Mazda,CX-5,2.5 S,SUV,25998.0,15567.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBAM1P0170650/?radius=25
2023,Mazda,CX-5,2.5 S Preferred,SUV,29998.0,9108.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM0P0112722/?radius=25
2022,Mazda,CX-5,2.5 S Carbon Edition,SUV,29998.0,9285.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM5N0566168/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,30998.0,7346.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM5P0157008/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,29590.0,10467.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDMXM1479695/?radius=25
2023,Mazda,CX-5,2.5 S Preferred,SUV,29590.0,10521.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM1P0186666/?radius=25
2021,Mazda,CX-5,Sport,SUV,25998.0,15960.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM5M1351755/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,31998.0,3396.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM7P0180189/?radius=25
2023,Mazda,CX-50,2.5 S Select,SUV,31998.0,3584.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABAM7PN151821/?radius=25
