year,make,model,trim,doors,type,mileage,price,cyl,dealer,Title Details,Salvage Vehicle,Frame Damage,Theft History,Lemon Status,VIN,Certified Pre-Owned,Accidents,Owners,Usage,Listed since,car_url
2021,Toyota,RAV4,XLE,4dr,SUV,60398,24499.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3W1RFV7MC148065,No,No accidents, 1 Owner, Personal use only,2024-03-21,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV7MC148065/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,21826,27998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV6PW368624,No,No accidents, 1 Owner, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV6PW368624/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,22379,27500.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3F1RFV9PW362364,No,No accidents, 1 Owner, Rental vehicle,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV9PW362364/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,19310,30898.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3P1RFV1MW190251,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV1MW190251/?radius=25
2019,Toyota,RAV4,Limited,4dr,SUV,24008,29990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3N1RFV4KC032458,No,No accidents, 1 Owner, Personal use only,2024-03-02,https://www.edmunds.com/toyota/rav4/2019/vin/2T3N1RFV4KC032458/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,60626,24499.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3W1RFV6MW151960,No,No accidents, 1 Owner, Rental vehicle,2024-03-06,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV6MW151960/?radius=25
2019,Toyota,RAV4,XLE,Premium,4dr,20233,29990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,JTMC1RFV3KD514695,No,No accidents, 1 Owner, Personal use only,2024-04-01,https://www.edmunds.com/toyota/rav4/2019/vin/JTMC1RFV3KD514695/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,83387,19998.0,CarMax (In-stock online),Delivery available*,,,,,,JTMWFREV4JJ723248,No,4cyl Automatic,,,,https://www.edmunds.com/toyota/rav4/2018/vin/JTMWFREV4JJ723248/?radius=25
2016,Toyota,RAV4,XLE,4dr,SUV,27729,23990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3RFREV0GW530988,No,No accidents, 1 Owner, Personal use,2024-04-10,https://www.edmunds.com/toyota/rav4/2016/vin/2T3RFREV0GW530988/?radius=25
2020,Toyota,RAV4,XLE,Premium,4dr,19251,31990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,JTMA1RFV6LJ028957,No,No accidents, 1 Owner, Personal use only,2024-04-04,https://www.edmunds.com/toyota/rav4/2020/vin/JTMA1RFV6LJ028957/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,50317,22995.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3BFREVXHW639946,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2017/vin/2T3BFREVXHW639946/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,18235,30998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3P1RFV9MC151540,No,1 Accident, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV9MC151540/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,20880,29998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3P1RFV7MC217132,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MC217132/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,23527,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV5LC118142,No,No accidents, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV5LC118142/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,59319,22198.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3H1RFV5KW042380,No,No accidents, 2 Owners, Personal use,2024-03-01,https://www.edmunds.com/toyota/rav4/2019/vin/2T3H1RFV5KW042380/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,72410,20998.0,CarMax (In-stock online),Delivery available*,,,,,,2T3WFREV4JW480607,No,4cyl Automatic,,,,https://www.edmunds.com/toyota/rav4/2018/vin/2T3WFREV4JW480607/?radius=25
2020,Toyota,RAV4,TRD,Off-Road,4dr,54564,32225.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3J1RFV3LC108963,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3J1RFV3LC108963/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,23770,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMG1RFV7KD035732,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMG1RFV7KD035732/?radius=25
2018,Toyota,RAV4,Limited,4dr,SUV,21969,28998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3DFREV4JW741306,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2018/vin/2T3DFREV4JW741306/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,58681,23999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3W1RFV4MW160964,No,No accidents, 1 Owner, Personal use,2024-03-27,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV4MW160964/?radius=25
2013,Toyota,RAV4,Limited,4dr,SUV,90968,17998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3YFREV8DW003837,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2013/vin/2T3YFREV8DW003837/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,51051,23998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV2KC016098,No,1 Accident, 2 Owners, Rental vehicle,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3F1RFV2KC016098/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,64300,23885.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3P1RFV4MC218822,No,No accidents, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV4MC218822/?radius=25
2009,Toyota,RAV4,Sport,4dr,SUV,174978,7995.0,4cyl Automatic,MG Enterprise USA (16 mi away),Clean Title,No,No,No,No,JTMBF32V49D014118,No,1 Accident, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2009/vin/JTMBF32V49D014118/?radius=25
2023,Toyota,RAV4,XLE,4dr,SUV,20953,30998.0,CarMax (In-stock online),Delivery available*,,,,,,2T3P1RFV8PW339629,No,4cyl Automatic,,,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV8PW339629/?radius=25
2015,Toyota,RAV4,XLE,4dr,SUV,71879,18990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3WFREV3FW130795,No,No accidents, 2 Owners, Personal use only,2024-03-09,https://www.edmunds.com/toyota/rav4/2015/vin/2T3WFREV3FW130795/?radius=25
2012,Toyota,RAV4,Base,4dr,SUV,125684,10995.0,4cyl Automatic,Sam`s Auto World (20 mi away),Clean Title,No,No,No,No,2T3BF4DV2CW266463,No,No accidents, 1 Owner, Personal use,2024-04-11,https://www.edmunds.com/toyota/rav4/2012/vin/2T3BF4DV2CW266463/?radius=25
2019,Toyota,RAV4,XLE,Premium,4dr,61520,25999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3A1RFV2KW049837,No,No accidents, 2 Owners, Rental vehicle,2024-03-19,https://www.edmunds.com/toyota/rav4/2019/vin/2T3A1RFV2KW049837/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,48161,28999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFV2NW282017,No,No accidents, 1 Owner, Personal use only,2024-03-07,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV2NW282017/?radius=25
2011,Toyota,RAV4,Base,4dr,SUV,165281,7997.0,4cyl Automatic,Auto Empire (21 mi away),Clean Title,No,No,No,No,2T3BF4DVXBW104031,No,No accidents, 3 Owners, Personal use,2023-09-15,https://www.edmunds.com/toyota/rav4/2011/vin/2T3BF4DVXBW104031/?radius=25
2010,Toyota,RAV4,Base,4dr,SUV,138477,9995.0,4cyl Automatic,Sam`s Auto World (20 mi away),Clean Title,No,No,No,No,2T3BF4DV4AW042608,No,No accidents, 2 Owners, Personal use,2022-11-09,https://www.edmunds.com/toyota/rav4/2010/vin/2T3BF4DV4AW042608/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,23198,27105.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3F1RFV6PC347144,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV6PC347144/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,53155,25999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFV0MW213793,No,No accidents, 1 Owner, Rental vehicle,2024-03-18,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV0MW213793/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,28447,27999.0,4cyl Automatic,Star Toyota of Bayside (17 mi away),Clean Title,No,No,No,No,2T3P1RFV2MC179261,No,No accidents, 1 Owner, Personal use,2024-01-10,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV2MC179261/?radius=25
2018,Toyota,RAV4,Limited,4dr,SUV,134774,16954.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3DFREV0JW698518,No,1 Accident, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2018/vin/2T3DFREV0JW698518/?radius=25
2014,Toyota,RAV4,LE,4dr,SUV,120667,14998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3ZFREV6EW129944,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2014/vin/2T3ZFREV6EW129944/?radius=25
2008,Toyota,RAV4,Base,4dr,SUV,137384,7877.0,4cyl Automatic,Interstate Toyota (15 mi away),Clean Title,No,No,No,No,JTMBD33V586057079,No,2 Accidents, 5 Owners, Rental vehicle,2024-04-10,https://www.edmunds.com/toyota/rav4/2008/vin/JTMBD33V586057079/?radius=25
2013,Toyota,RAV4,XLE,4dr,SUV,109595,15998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3WFREV8DW021617,No,No accidents, 3 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2013/vin/2T3WFREV8DW021617/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,26938,26995.0,4cyl Automatic,Rockland Motors (15 mi away),Clean Title,No,No,No,No,2T3P1RFV5MW167149,No,No accidents, 1 Owner, Personal use,2024-01-13,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV5MW167149/?radius=25
2006,Toyota,RAV4,Base,4dr,SUV,200163,5495.0,4cyl Automatic,East Side Auto Sale Inc. (6 mi away),Clean Title,No,No,No,No,JTMZD33V465002804,No,3 Accidents, 5 Owners, Personal use,2023-11-17,https://www.edmunds.com/toyota/rav4/2006/vin/JTMZD33V465002804/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,66256,24999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFV8MW201424,No,No accidents, 1 Owner, Rental vehicle,2024-03-19,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MW201424/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,52051,26998.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFV0NW258296,No,No accidents, 1 Owner, Rental vehicle,2024-01-24,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV0NW258296/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,26336,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV3MC116352,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV3MC116352/?radius=25
2006,Toyota,RAV4,Sport,4dr,SUV,166772,7666.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,JTMBD32V665018375,No,1 Accident, 4 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2006/vin/JTMBD32V665018375/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,67782,23498.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3W1RFV4MW169034,No,No accidents, 1 Owner, Rental vehicle,2024-03-01,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV4MW169034/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,89028,19989.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,JTMWFREV1JJ752514,No,1 Accident, 3 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2018/vin/JTMWFREV1JJ752514/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,22398,26588.0,4cyl Automatic,Jack Daniels Volkswagen (4 mi away),Clean Title,No,No,No,No,2T3P1RFV8MC145907,No,1 Accident, 1 Owner, Personal use,2024-03-05,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MC145907/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,105204,18259.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,JTMBFREV4HJ711187,No,No accidents, 2 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2017/vin/JTMBFREV4HJ711187/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,25535,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV6PW248962,No,No accidents, 1 Owner, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3H1RFV6PW248962/?radius=25
2008,Toyota,RAV4,Sport,4dr,SUV,112500,9995.0,4cyl Automatic,A.D.E. Auto Sales (19 mi away),Clean Title,No,No,No,No,JTMBD32V086055080,No,2 Accidents, 2 Owners, Corporate fleet vehicle,2024-02-04,https://www.edmunds.com/toyota/rav4/2008/vin/JTMBD32V086055080/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,60061,24977.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3F1RFVXNW250105,No,No accidents, 1 Owner, Rental vehicle,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFVXNW250105/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,23861,28874.0,4cyl Automatic,Interstate Toyota (15 mi away),Clean Title,No,No,No,No,2T3P1RFV6MW180122,No,No accidents, 1 Owner, Personal use,2024-03-17,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV6MW180122/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,41251,24398.0,4cyl Automatic,Koeppel Nissan (12 mi away),Clean Title,No,No,No,No,2T3G1RFV6MC199383,No,No accidents, 1 Owner, Personal use,2024-03-29,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV6MC199383/?radius=25
2017,Toyota,RAV4,XLE,4dr,SUV,88570,18995.0,4cyl Automatic,2 Manny's Auto Sales (9 mi away),Clean Title,No,No,No,No,JTMRFREV6HD203462,No,2 Accidents, 1 Owner, Personal use,2024-03-28,https://www.edmunds.com/toyota/rav4/2017/vin/JTMRFREV6HD203462/?radius=25
2019,Toyota,RAV4,XLE,Premium,4dr,23351,29998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3C1RFV6KW022228,No,No accidents, 4 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3C1RFV6KW022228/?radius=25
2016,Toyota,RAV4,LE,4dr,SUV,101640,17998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3BFREV8GW488636,No,No accidents, 5 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2016/vin/2T3BFREV8GW488636/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,93412,17998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3ZFREV4HW324834,No,No accidents, 3 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2017/vin/2T3ZFREV4HW324834/?radius=25
2014,Toyota,RAV4,Limited,4dr,SUV,114103,16998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3YFREV0EW080977,No,2 Accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2014/vin/2T3YFREV0EW080977/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,23417,29998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3W1RFV5MC110222,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV5MC110222/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,86893,14999.0,4cyl Automatic,Autopia Motorcars (18 mi away),Title issue reported,No,Yes,No,No,2T3BFREV6HW642228,No,Frame damage reported, 3 Owners, Corporate fleet vehicle,2024-02-21,https://www.edmunds.com/toyota/rav4/2017/vin/2T3BFREV6HW642228/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,24604,28888.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3P1RFV2MC193919,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV2MC193919/?radius=25
2023,Toyota,RAV4,XLE,4dr,SUV,22237,32307.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3P1RFV2PW346527,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV2PW346527/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,27823,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV2MC096367,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV2MC096367/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,24678,28888.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3W1RFV6MC129183,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV6MC129183/?radius=25
2016,Toyota,RAV4,LE,4dr,SUV,82162,18500.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3BFREVXGW492512,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2016/vin/2T3BFREVXGW492512/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,24678,28888.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3W1RFV6MC129183,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV6MC129183/?radius=25
2016,Toyota,RAV4,LE,4dr,SUV,82162,18500.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3BFREVXGW492512,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2016/vin/2T3BFREVXGW492512/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,18138,28699.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3F1RFVXPC347776,No,No accidents, 1 Owner, Personal use only,2024-02-19,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFVXPC347776/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,25815,27998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFVXMC157665,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMC157665/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,26959,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3G1RFV3MC176952,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV3MC176952/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,31039,28288.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3P1RFV4NC259503,No,1 Accident, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV4NC259503/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,41657,27999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFVXNW283514,No,No accidents, 1 Owner, Personal use only,2024-03-13,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFVXNW283514/?radius=25
2013,Toyota,RAV4,Limited,4dr,SUV,55783,20590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3DFREV9DW056514,No,No accidents, 2 Owners, Personal use,2024-04-09,https://www.edmunds.com/toyota/rav4/2013/vin/2T3DFREV9DW056514/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,32077,23998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3BFREV3JW829805,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2018/vin/2T3BFREV3JW829805/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,28995,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV0MC167993,No,No accidents, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV0MC167993/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,25040,28998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV1PC352865,No,No accidents, 1 Owner, Rental vehicle,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV1PC352865/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,44148,21998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMBFREV7HJ161287,No,2 Accidents, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2017/vin/JTMBFREV7HJ161287/?radius=25
2016,Toyota,RAV4,XLE,4dr,SUV,91751,17990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3WFREV8GW255440,No,1 Accident, 2 Owners, Rental vehicle,2024-02-02,https://www.edmunds.com/toyota/rav4/2016/vin/2T3WFREV8GW255440/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,29304,25990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,JTMG1RFV4KD032335,No,No accidents, 1 Owner, Personal use only,2024-03-17,https://www.edmunds.com/toyota/rav4/2019/vin/JTMG1RFV4KD032335/?radius=25
2014,Toyota,RAV4,LE,4dr,SUV,80583,18998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMZFREV8EJ021503,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2014/vin/JTMZFREV8EJ021503/?radius=25
2023,Toyota,RAV4,XLE,Premium,4dr,22433,35998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3A1RFV3PC338766,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3A1RFV3PC338766/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,19570,29999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3F1RFV0PW372376,No,No accidents, 1 Owner, Rental vehicle,2024-02-07,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV0PW372376/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,52188,27999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFV2NW265251,No,No accidents, 1 Owner, Rental vehicle,2024-03-05,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV2NW265251/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,45925,28499.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFV7NW286676,No,No accidents, 1 Owner, Rental vehicle,2024-03-11,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV7NW286676/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,60706,21590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,JTMZFREV5JD131157,No,No accidents, 2 Owners, Personal use only,2024-03-26,https://www.edmunds.com/toyota/rav4/2018/vin/JTMZFREV5JD131157/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,28023,26989.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3H1RFV9MC129056,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV9MC129056/?radius=25
2017,Toyota,RAV4,XLE,4dr,SUV,41760,22571.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,JTMRFREVXHJ130422,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2017/vin/JTMRFREVXHJ130422/?radius=25
2016,Toyota,RAV4,XLE,4dr,SUV,79585,19590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3RFREV1GW440572,No,No accidents, 3 Owners, Corporate fleet vehicle,2024-04-01,https://www.edmunds.com/toyota/rav4/2016/vin/2T3RFREV1GW440572/?radius=25
2016,Toyota,RAV4,XLE,4dr,SUV,146304,12978.0,4cyl Automatic,NY Auto Traders (24 mi away),Clean Title,No,No,No,No,2T3RFREV4GW478040,No,1 Accident, 1 Owner, Personal use only,2024-03-09,https://www.edmunds.com/toyota/rav4/2016/vin/2T3RFREV4GW478040/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,78702,21590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,JTMWFREV9JJ749439,No,No accidents, 2 Owners, Corporate fleet vehicle,2024-03-23,https://www.edmunds.com/toyota/rav4/2018/vin/JTMWFREV9JJ749439/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,46492,28499.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFV2NW278078,No,No accidents, 1 Owner, Personal use only,2024-03-08,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV2NW278078/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,45080,26999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3W1RFV4NC179176,No,No accidents, 1 Owner, Rental vehicle,2024-03-15,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV4NC179176/?radius=25
